169137,QRO         ,QRO-00032562,244708,34:00.0,18:00.0,CLOSED      ,38,914,10,February,2022,3,January,2022,uolivarez,bplasco,MC          ,Standard,,31,999,PLUMA LIMPIAPARA BRISAS 22,,1,1,382.13,61.13,382.13,443.26,1801,TRACTOR     ,2021,EC-04       ,Sayer Full                                                  ,MANAGEMENT DECISION,CORRECTIVO  ,000013 - Correctivo Tractos,PART        ,BO3002200,00:00.0,,10,February,2022,10/2/2022 15:18,,CON CITA    
169137,QRO         ,QRO-00032562,244708,34:00.0,18:00.0,CLOSED      ,38,914,10,February,2022,3,January,2022,uolivarez,bplasco,PM          ,Standard,,32,000-001     ,Servicio Preventivo A LT,,1,1,325.89,52.14,325.89,378.03,1801,TRACTOR     ,2021,EC-04       ,Sayer Full                                                  ,MAINTENANCE REPAIR,PREVENT VENC,000041 - Servicio Preventivo A - LT,PART        ,LF14001NN,00:00.0,,10,February,2022,10/2/2022 15:18,,CON CITA    
169137,QRO         ,QRO-00032562,244708,34:00.0,18:00.0,CLOSED      ,38,914,10,February,2022,3,January,2022,uolivarez,bplasco,PM          ,Standard,,32,000-001     ,Servicio Preventivo A LT,,1,1,865,129.75,865,994.75,1801,TRACTOR     ,2021,EC-04       ,Sayer Full                                                  ,MAINTENANCE REPAIR,PREVENT VENC,000041 - Servicio Preventivo A - LT,PART        ,2510993C2,00:00.0,,10,February,2022,10/2/2022 15:18,,CON CITA    
169137,QRO         ,QRO-00032562,244708,34:00.0,18:00.0,CLOSED      ,38,914,10,February,2022,3,January,2022,uolivarez,bplasco,PM          ,Standard,,32,000-001     ,Servicio Preventivo A LT,,2850,2850,0.057,0.009,162.45,162.459,1801,TRACTOR     ,2021,EC-04       ,Sayer Full                                                  ,MAINTENANCE REPAIR,PREVENT VENC,000041 - Servicio Preventivo A - LT,PART        ,G CHASIS E-LIT GRAMOS,00:00.0,,10,February,2022,10/2/2022 15:18,,CON CITA    
169137,QRO         ,QRO-00032562,244708,34:00.0,18:00.0,CLOSED      ,38,914,10,February,2022,3,January,2022,uolivarez,bplasco,PM          ,Standard,,32,000-001     ,Servicio Preventivo A LT,,45,45,51.46,7.778,2315.7,2323.478,1801,TRACTOR     ,2021,EC-04       ,Sayer Full                                                  ,MAINTENANCE REPAIR,PREVENT VENC,000041 - Servicio Preventivo A - LT,PART        ,15W-40,00:00.0,,10,February,2022,10/2/2022 15:18,,CON CITA    
169137,QRO         ,QRO-00032562,244708,34:00.0,18:00.0,CLOSED      ,38,914,10,February,2022,3,January,2022,uolivarez,bplasco,PM          ,Standard,,32,000-001     ,Servicio Preventivo A LT,,1,1,142.39,21.64,142.39,164.03,1801,TRACTOR     ,2021,EC-04       ,Sayer Full                                                  ,MAINTENANCE REPAIR,PREVENT VENC,000041 - Servicio Preventivo A - LT,PART        ,AS2474,00:00.0,,10,February,2022,10/2/2022 15:18,,CON CITA    
169137,QRO         ,QRO-00032562,244708,34:00.0,18:00.0,CLOSED      ,38,914,10,February,2022,3,January,2022,uolivarez,bplasco,PM          ,Standard,,33,041-001-005 ,FILTRO DE AIRE DE CABINA,,1,1,172.93,22.77,172.93,195.7,1801,TRACTOR     ,2021,EC-04       ,Sayer Full                                                  ,MAINTENANCE REPAIR,PREVENT VENC,000041 - Servicio Preventivo A - LT,PART        ,AF55839,00:00.0,,10,February,2022,10/2/2022 15:18,,CON CITA    
169137,QRO         ,QRO-00032562,244708,34:00.0,18:00.0,CLOSED      ,38,914,10,February,2022,3,January,2022,uolivarez,bplasco,PM          ,Standard,,31,999,FILTRO COMBUSTIBLE,,1,1,324.98,50.11,324.98,375.09,1801,TRACTOR     ,2021,EC-04       ,Sayer Full                                                  ,MAINTENANCE REPAIR,PREVENT VENC,000041 - Servicio Preventivo A - LT,PART        ,ZFGFF5776,00:00.0,,10,February,2022,10/2/2022 15:18,,CON CITA    
169137,QRO         ,QRO-00032562,244708,34:00.0,18:00.0,CLOSED      ,38,914,10,February,2022,3,January,2022,uolivarez,bplasco,MC          ,Standard,,33,041-001-005 ,FILTRO LIMPIADOR DE AIRE DE MOTOR,,1,1,89,14.24,89,103.24,1801,TRACTOR     ,2021,EC-04       ,Sayer Full                                                  ,MANAGEMENT DECISION,CORRECTIVO  ,000013 - Correctivo Tractos,PART        ,AF26430,00:00.0,,10,February,2022,10/2/2022 15:18,,CON CITA    
169137,QRO         ,QRO-00032562,244708,34:00.0,18:00.0,CLOSED      ,38,914,10,February,2022,3,January,2022,uolivarez,bplasco,MC          ,Standard,,33,016-008-003 ,AMORTIGUADOR GAS- MAGNUM,,4,4,891.91,119.51,3567.64,3687.15,1801,TRACTOR     ,2021,EC-04       ,Sayer Full                                                  ,MANAGEMENT DECISION,CORRECTIVO  ,000013 - Correctivo Tractos,PART        ,MN65485MM,00:00.0,,10,February,2022,10/2/2022 15:18,,CON CITA    
169137,QRO         ,QRO-00032562,244708,34:00.0,18:00.0,CLOSED      ,38,914,10,February,2022,3,January,2022,uolivarez,bplasco,MC          ,Standard,,33,053-006-009 ,TUERCA UNIMOND P/BIRLO D/22 MM (ZDR1227Z1378),,4,4,85.69,12.54,342.76,355.3,1801,TRACTOR     ,2021,EC-04       ,Sayer Full                                                  ,MANAGEMENT DECISION,CORRECTIVO  ,000013 - Correctivo Tractos,PART        ,RFTUE0444,00:00.0,,10,February,2022,10/2/2022 15:18,,CON CITA    
169137,QRO         ,QRO-00032562,244708,34:00.0,18:00.0,CLOSED      ,38,914,10,February,2022,3,January,2022,uolivarez,bplasco,MC          ,Standard,,33,032-001-001 ,BATERIA,,4,4,1428.27,84.19,5713.08,5797.27,1801,TRACTOR     ,2021,EC-04       ,Sayer Full                                                  ,MANAGEMENT DECISION,CORRECTIVO  ,000013 - Correctivo Tractos,PART        ,AM-31T-750AR 12V,00:00.0,,10,February,2022,10/2/2022 15:18,,CON CITA    
169137,QRO         ,QRO-00032562,244708,34:00.0,18:00.0,CLOSED      ,38,914,10,February,2022,3,January,2022,uolivarez,bplasco,MC          ,Standard,,33,034-003-038 ,CABLE ESPIRAL CONECTOR 7 VIAS,,1,1,726.35,116.22,726.35,842.57,1801,TRACTOR     ,2021,EC-04       ,Sayer Full                                                  ,MANAGEMENT DECISION,CORRECTIVO  ,000013 - Correctivo Tractos,PART        ,24-4621,00:00.0,,10,February,2022,10/2/2022 15:18,,CON CITA    
169344,SAYER APASEO,SAAP-0000448,,12:00.0,15:00.0,CLOSED      ,9,217,14,January,2022,5,January,2022,bplasco,bplasco,DAÑO OP     ,Standard,,33,017-001-011 ,RENOVADO GRL 11R22.5,,1,1,1466.92,0,1466.92,1466.92,10191,TRAILER     ,2016,EC-04       ,Sayer Full                                                  ,MAINTENANCE REPAIR,DESGASTADO  ,000058 - Preventivo Llantas,PART        ,GRL11R22.5,30:00.0,,14,January,2022,14/01/22 11:15,,SIN CITA    
169540,QRO         ,QRO-00032631,,00:00.0,43:00.0,CLOSED      ,14,343,19,January,2022,5,January,2022,trailerwash,uolivarez,PM          ,Vendor,TRAILERWASH SA DE CV,32,000-029     ,LAVADO EXT CAJA SECA,,1,1,185.22,0,185.22,185.22,10190,TRAILER     ,2016,EC-04       ,Sayer Full                                                  ,MAINTENANCE REPAIR,PM          ,000029 - Servicio De Lavado,SERVICES    ,,00:00.0,,6,January,2022,6/1/2022 12:50,,CON CITA    
169573,QRO         ,QRO-00032635,337578,05:00.0,28:00.0,CLOSED      ,1,25,7,January,2022,6,January,2022,khernandez,bplasco,DESGASTE    ,Standard,,33,034-003-038 ,CABLE ESPIRAL CONECTOR 7 VIAS,,1,1,774,123.84,774,897.84,1805,TRACTOR     ,2021,EC-04       ,Sayer Full                                                  ,MAINTENANCE REPAIR,DESGASTE IRR,000013 - Correctivo Tractos,PART        ,24-4621,00:00.0,,7,January,2022,7/1/2022 17:28,,EXPRES      
169573,QRO         ,QRO-00032635,337578,05:00.0,28:00.0,CLOSED      ,1,25,7,January,2022,6,January,2022,khernandez,bplasco,DESGASTE    ,Standard,,31,999,MANGUERA DE ESPIRAL PARA MANITA DE AIRE,,1,1,387.93,62.07,387.93,450,1805,TRACTOR     ,2021,EC-04       ,Sayer Full                                                  ,MAINTENANCE REPAIR,DESGASTE IRR,000013 - Correctivo Tractos,PART        ,RF2973901,00:00.0,,7,January,2022,7/1/2022 17:28,,EXPRES      
169632,SAYER APASEO,SAAP-0000463,,02:00.0,35:00.0,CLOSED      ,0,5,7,January,2022,7,January,2022,bplasco,bplasco,RENOVADO    ,Standard,,33,017-001-011 ,RENOVADO GRL 11R22.5,,2,2,1466.92,0,2933.84,2933.84,10173,TRAILER     ,2016,EC-04       ,Sayer Full                                                  ,MANAGEMENT DECISION,DESGASTADO  ,000058 - Preventivo Llantas,PART        ,GRL11R22.5,30:00.0,,7,January,2022,7/1/2022 15:35,,            
169638,SAYER APASEO,SAAP-0000465,,07:00.0,41:00.0,CLOSED      ,14,339,21,January,2022,7,January,2022,bplasco,bplasco,RENOVADO    ,Standard,,33,017-001-011 ,RENOVADO GRL 11R22.5,,4,4,1466.92,0,5867.68,5867.68,10207,TRAILER     ,2018,EC-04       ,Sayer Full                                                  ,MANAGEMENT DECISION,DESGASTADO  ,000058 - Preventivo Llantas,PART        ,GRL11R22.5,00:00.0,,21,January,2022,21/01/22 13:41,,            
170888,QRO         ,QRO-00032732,,50:00.0,45:00.0,CLOSED      ,0,3,14,January,2022,14,January,2022,bplasco,bplasco,RENOVADO    ,Standard,,33,017-001-011 ,RENOVADO GRL 11R22.5,,1,1,1466.92,213.28,1466.92,1680.2,10176,TRAILER     ,2016,EC-04       ,Sayer Full                                                  ,MANAGEMENT DECISION,DESGASTADO  ,000058 - Preventivo Llantas,PART        ,GRL11R22.5,00:00.0,,14,January,2022,14/01/22 12:45,,            
170913,SAYER APASEO,SAAP-0000488,,18:00.0,22:00.0,CLOSED      ,0,0,14,January,2022,14,January,2022,bplasco,bplasco,MC          ,Vendor,MARTINEZ MONTOYA VICTOR MANUEL,32,000-014     ,Cambio de tapa de maza ,,1,1,150,0,150,150,10191,TRAILER     ,2016,EC-04       ,Sayer Full                                                  ,MANAGEMENT DECISION,CORRECT CAJA,000014 - Correctivo Cajas,SERVICES    ,,30:00.0,,14,January,2022,14/01/22 11:22,,SIN CITA    
170984,TA          ,TA-000010528,34105,46:00.0,16:00.0,CLOSED      ,35,838,18,February,2022,14,January,2022,aux vial 1,khernandez,OTROS       ,Vendor,AVILA CASTRO MARTHA,32,000-053     ,RERPORTA UNIDDA NO SUBE VELOCIDAD Y TIRA DMASIADO HUMO ,,1,1,0,0,0,0,1834,TRACTOR     ,2021,EC-04       ,Sayer Full                                                  ,MAINTENANCE REPAIR,PIERDE POTEN,000053 - Auxilio Carretero - Mecánico,SERVICES    ,,56:00.0,,14,January,2022,14/01/22 19:47,,            
171175,QRO         ,QRO-00032747,345987,17:00.0,33:00.0,CLOSED      ,0,5,17,January,2022,17,January,2022,bplasco,bplasco,PM          ,Standard,,32,000-001     ,Servicio Preventivo A LT,,1,1,323.75,27.61,323.75,351.36,1805,TRACTOR     ,2021,EC-04       ,Sayer Full                                                  ,MAINTENANCE REPAIR,PM          ,000041 - Servicio Preventivo A - LT,PART        ,LF14001NN,30:00.0,,17,January,2022,17/01/22 15:33,,SIN CITA    
171175,QRO         ,QRO-00032747,345987,17:00.0,33:00.0,CLOSED      ,0,5,17,January,2022,17,January,2022,bplasco,bplasco,PM          ,Standard,,32,000-001     ,Servicio Preventivo A LT,,1,1,865,129.75,865,994.75,1805,TRACTOR     ,2021,EC-04       ,Sayer Full                                                  ,MAINTENANCE REPAIR,PM          ,000041 - Servicio Preventivo A - LT,PART        ,2510993C2,30:00.0,,17,January,2022,17/01/22 15:33,,SIN CITA    
171175,QRO         ,QRO-00032747,345987,17:00.0,33:00.0,CLOSED      ,0,5,17,January,2022,17,January,2022,bplasco,bplasco,PM          ,Standard,,32,000-001     ,Servicio Preventivo A LT,,3100,3100,0.057,0.009,176.7,176.709,1805,TRACTOR     ,2021,EC-04       ,Sayer Full                                                  ,MAINTENANCE REPAIR,PM          ,000041 - Servicio Preventivo A - LT,PART        ,G CHASIS E-LIT GRAMOS,30:00.0,,17,January,2022,17/01/22 15:33,,SIN CITA    
171175,QRO         ,QRO-00032747,345987,17:00.0,33:00.0,CLOSED      ,0,5,17,January,2022,17,January,2022,bplasco,bplasco,PM          ,Standard,,32,000-001     ,Servicio Preventivo A LT,,45,45,51.46,7.778,2315.7,2323.478,1805,TRACTOR     ,2021,EC-04       ,Sayer Full                                                  ,MAINTENANCE REPAIR,PM          ,000041 - Servicio Preventivo A - LT,PART        ,15W-40,30:00.0,,17,January,2022,17/01/22 15:33,,SIN CITA    
171175,QRO         ,QRO-00032747,345987,17:00.0,33:00.0,CLOSED      ,0,5,17,January,2022,17,January,2022,bplasco,bplasco,PM          ,Standard,,32,000-001     ,Servicio Preventivo A LT,,1,1,142.39,21.64,142.39,164.03,1805,TRACTOR     ,2021,EC-04       ,Sayer Full                                                  ,MAINTENANCE REPAIR,PM          ,000041 - Servicio Preventivo A - LT,PART        ,AS2474,30:00.0,,17,January,2022,17/01/22 15:33,,SIN CITA    
